"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	66	9828886	0.7
	"15-19 years"	"15-19"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	457	10391004	4.4
	"15-19 years"	"15-19"	"2000"	"2000"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	29	10391004	0.3
	"15-19 years"	"15-19"	"2000"	"2000"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"Male"	"M"	10	10391004	Unreliable
	"15-19 years"	"15-19"	"2000"	"2000"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Male"	"M"	20	10391004	0.2
	"15-19 years"	"15-19"	"2000"	"2000"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Male"	"M"	17	10391004	Unreliable
	"15-19 years"	"15-19"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Male"	"M"	15	10547387	Unreliable
	"15-19 years"	"15-19"	"2001"	"2001"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Male"	"M"	11	10547387	Unreliable
	"15-19 years"	"15-19"	"2001"	"2001"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	13	9908897	Unreliable
	"15-19 years"	"15-19"	"2001"	"2001"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	17	10547387	Unreliable
	"15-19 years"	"15-19"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	34	9908897	0.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	146	10547387	1.4
	"15-19 years"	"15-19"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	34	9908897	0.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	106	10547387	1.0
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	25	9908897	0.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	20	10547387	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	21	10547387	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	98	9908897	1.0
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	453	10547387	4.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	19	9908897	Unreliable
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	106	10547387	1.0
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Female"	"F"	15	9908897	Unreliable
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	197	10547387	1.9
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	61	9908897	0.6
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	440	10547387	4.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	28	10547387	0.3
	"15-19 years"	"15-19"	"2001"	"2001"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"Male"	"M"	19	10547387	Unreliable
	"15-19 years"	"15-19"	"2001"	"2001"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Female"	"F"	13	9908897	Unreliable
	"15-19 years"	"15-19"	"2001"	"2001"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Male"	"M"	25	10547387	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Male"	"M"	20	10547387	0.2
	"15-19 years"	"15-19"	"2001"	"2001"	"Sequelae of assault"	"Y87.1"	"Male"	"M"	11	10547387	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Male"	"M"	16	10628491	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Male"	"M"	10	10628491	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	13	9981879	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	21	10628491	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	43	9981879	0.4
	"15-19 years"	"15-19"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	176	10628491	1.7
	"15-19 years"	"15-19"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	52	9981879	0.5
	"15-19 years"	"15-19"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	132	10628491	1.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	11	10628491	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	11	10628491	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	18	9981879	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	23	10628491	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	27	10628491	0.3
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	97	9981879	1.0
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	453	10628491	4.3
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	16	9981879	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	108	10628491	1.0
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Female"	"F"	11	9981879	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	154	10628491	1.4
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	47	9981879	0.5
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	406	10628491	3.8
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	25	10628491	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"Male"	"M"	23	10628491	0.2
	"15-19 years"	"15-19"	"2002"	"2002"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Female"	"F"	10	9981879	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Male"	"M"	34	10628491	0.3
	"15-19 years"	"15-19"	"2002"	"2002"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	11	9981879	Unreliable
	"15-19 years"	"15-19"	"2002"	"2002"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Male"	"M"	14	10628491	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Male"	"M"	15	10710599	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	15	10710599	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	61	10086567	0.6
	"15-19 years"	"15-19"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	194	10710599	1.8
	"15-19 years"	"15-19"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	46	10086567	0.5
	"15-19 years"	"15-19"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	144	10710599	1.3
	"15-19 years"	"15-19"	"2003"	"2003"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	18	10710599	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	12	10710599	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	21	10086567	0.2
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	18	10710599	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	14	10710599	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	124	10086567	1.2
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	444	10710599	4.1
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	13	10086567	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	98	10710599	0.9
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	179	10710599	1.7
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	59	10086567	0.6
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	382	10710599	3.6
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	26	10710599	0.2
	"15-19 years"	"15-19"	"2003"	"2003"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"Male"	"M"	12	10710599	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Female"	"F"	13	10086567	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Male"	"M"	37	10710599	0.3
	"15-19 years"	"15-19"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	12	10086567	Unreliable
	"15-19 years"	"15-19"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Male"	"M"	24	10710599	0.2
	"15-19 years"	"15-19"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Male"	"M"	13	10859759	Unreliable
	"15-19 years"	"15-19"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Male"	"M"	17	10859759	Unreliable
	"15-19 years"	"15-19"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	12	10242793	Unreliable
	"15-19 years"	"15-19"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	47	10242793	0.5
	"15-19 years"	"15-19"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	271	10859759	2.5
	"15-19 years"	"15-19"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	74	10242793	0.7
	"15-19 years"	"15-19"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	175	10859759	1.6
	"15-19 years"	"15-19"	"2004"	"2004"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	11	10859759	Unreliable
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	13	10242793	Unreliable
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	18	10859759	Unreliable
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	29	10242793	0.3
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	17	10859759	Unreliable
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	24	10859759	0.2
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	174	10242793	1.7
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	501	10859759	4.6
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	23	10242793	0.2
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	111	10859759	1.0
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Female"	"F"	15	10242793	Unreliable
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	187	10859759	1.7
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	61	10242793	0.6
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	390	10859759	3.6
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by jumping from a high place"	"X80"	"Female"	"F"	11	10242793	Unreliable
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	28	10859759	0.3
	"15-19 years"	"15-19"	"2004"	"2004"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"Male"	"M"	25	10859759	0.2
	"15-19 years"	"15-19"	"2004"	"2004"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Male"	"M"	43	10859759	0.4
	"15-19 years"	"15-19"	"2004"	"2004"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Male"	"M"	16	10859759	Unreliable
	"15-19 years"	"15-19"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Male"	"M"	20	11051425	0.2
	"15-19 years"	"15-19"	"2005"	"2005"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Male"	"M"	16	11051425	Unreliable
	"15-19 years"	"15-19"	"2005"	"2005"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	15	10434789	Unreliable
	"15-19 years"	"15-19"	"2005"	"2005"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	27	11051425	0.2
